Date,Open,High,Low,Close,Adj Close,Volume
2020-03-31,569.25,572.4600219726562,558.8400268554688,560.3300170898438,560.3300170898438,215883700
2020-04-01,544.6199951171875,559.4600219726562,544.489990234375,550.0800170898438,550.0800170898438,189153400
2020-04-02,543.6199951171875,568.739990234375,542.4299926757812,566.0,566.0,188644000
2020-04-03,563.6599731445312,571.1199951171875,560.6099853515625,569.0700073242188,569.0700073242188,156224000
2020-04-06,581.4099731445312,595.0,575.3200073242188,591.3800048828125,591.3800048828125,204006400
2020-04-07,596.9600219726562,604.3200073242188,584.1099853515625,584.27001953125,584.27001953125,198918000
2020-04-08,588.0599975585938,594.760009765625,581.8200073242188,592.47998046875,592.47998046875,163903400
2020-04-09,588.0599975585938,605.969970703125,581.8200073242188,597.1400146484375,597.1400146484375,180010100
2020-04-13,593.0900268554688,598.0599975585938,587.0800170898438,592.6099853515625,592.6099853515625,132983300
2020-04-14,602.9199829101562,618.6099853515625,600.3499755859375,617.6900024414062,617.6900024414062,165554000
2020-04-15,610.0700073242188,613.4400024414062,603.8200073242188,608.0399780273438,608.0399780273438,140031800
2020-04-16,611.3200073242188,615.1400146484375,603.9600219726562,612.9000244140625,612.9000244140625,154549300
2020-04-17,619.9400024414062,623.7000122070312,611.8599853515625,622.1199951171875,622.1199951171875,173808900
2020-04-20,614.75,619.7000122070312,609.1300048828125,609.1500244140625,609.1500244140625,142294500
2020-04-21,600.1599731445312,603.8699951171875,593.6599731445312,595.3400268554688,595.3400268554688,157417900
2020-04-22,601.239990234375,604.9199829101562,596.969970703125,601.739990234375,601.739990234375,126001800
2020-04-23,599.1099853515625,603.3300170898438,594.77001953125,595.6099853515625,595.6099853515625,149089800
2020-04-24,598.6799926757812,603.97998046875,597.1599731445312,602.260009765625,602.260009765625,136582100
2020-04-27,605.2899780273438,606.4299926757812,601.6500244140625,604.22998046875,604.22998046875,145460800
2020-04-28,610.4299926757812,611.7899780273438,604.719970703125,606.8800048828125,606.8800048828125,164855400
2020-04-29,607.72998046875,609.8599853515625,600.780029296875,604.4099731445312,604.4099731445312,187374100
2020-04-30,602.219970703125,602.6199951171875,593.5499877929688,597.5599975585938,597.5599975585938,202908200
2020-05-01,593.989990234375,598.7999877929688,588.3699951171875,590.510009765625,590.510009765625,134244900
2020-05-04,590.6799926757812,591.8400268554688,584.6699829101562,590.5399780273438,590.5399780273438,149337500
2020-05-05,592.3800048828125,597.3800048828125,590.5,591.3200073242188,591.3200073242188,125760000
2020-05-06,592.7899780273438,593.6199951171875,584.6900024414062,584.8200073242188,584.8200073242188,129110200
2020-05-07,589.760009765625,589.760009765625,581.3499755859375,582.4000244140625,582.4000244140625,142334100
2020-05-08,588.8499755859375,596.3900146484375,588.0800170898438,595.6300048828125,595.6300048828125,124200800
2020-05-11,593.5,599.0599975585938,592.3300170898438,594.469970703125,594.469970703125,127705900
2020-05-12,596.8400268554688,599.719970703125,589.3099975585938,589.3099975585938,589.3099975585938,128880100
2020-05-13,588.6799926757812,591.7000122070312,580.52001953125,583.9500122070312,583.9500122070312,166449200
2020-05-14,581.739990234375,583.469970703125,572.989990234375,582.1199951171875,582.1199951171875,160929600
2020-05-15,582.52001953125,588.5,580.0399780273438,586.530029296875,586.530029296875,230400900
2020-05-18,595.9400024414062,598.9299926757812,592.1400146484375,596.2899780273438,596.2899780273438,194574700
2020-05-19,596.280029296875,596.6799926757812,585.72998046875,585.8499755859375,585.8499755859375,160384700
2020-05-20,590.739990234375,592.6400146484375,586.8599853515625,592.219970703125,592.219970703125,157146100
2020-05-21,591.1699829101562,591.7000122070312,584.8699951171875,586.0399780273438,586.0399780273438,148288300
2020-05-22,586.3599853515625,588.27001953125,584.7999877929688,587.97998046875,587.97998046875,122945000
2020-05-26,596.52001953125,597.1099853515625,590.1699829101562,591.1099853515625,591.1099853515625,182563200
2020-05-27,595.1300048828125,600.3099975585938,592.3699951171875,600.3099975585938,600.3099975585938,178523400
2020-05-28,605.6500244140625,608.2999877929688,601.9199829101562,604.7999877929688,604.7999877929688,168539900
2020-05-29,602.4299926757812,607.1799926757812,597.739990234375,605.780029296875,605.780029296875,284397500
2020-06-01,605.9199829101562,611.6400146484375,605.260009765625,609.5399780273438,609.5399780273438,160513100
2020-06-02,609.9600219726562,611.4099731445312,606.280029296875,610.760009765625,610.760009765625,152029000
2020-06-03,612.8499755859375,614.47998046875,611.5800170898438,612.010009765625,612.010009765625,178207500
2020-06-04,610.1300048828125,613.3900146484375,605.4099731445312,608.4000244140625,608.4000244140625,178971100
2020-06-05,613.77001953125,619.969970703125,611.530029296875,617.239990234375,617.239990234375,222342000
2020-06-08,615.3900146484375,623.1900024414062,615.0599975585938,623.1599731445312,623.1599731445312,199668300
